name,key_word,sn,reviews
RedMotion: Motion Prediction via Redundancy Reduction,"['Motion prediction', ' self-supervised learning', ' trajectory forecasting', ' self-driving']",9187,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 2}, {'mark': [3, 4, 3], 'rate': 8, 'confidence': 4}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 5}]"
TILDE-Q: A Transformation Invariant Loss Function for Time-Series Forecasting,"['Time-Series Forecasting', ' Deep Learning', ' Loss functions', ' Time-series Similarity']",9186,"[{'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}]"
Learning From Simplicial Data Based on Random Walks and 1D Convolutions,"['simplicial complex', ' simplicial neural network', ' random walks']",9185,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 2}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [4, 4, 4], 'rate': 8, 'confidence': 5}]"
Adaptive Environmental Modeling for Task-Oriented Language Agents,"['Large Language Model', ' Environmental Adaptation', ' Agents', ' Interactive Decision Making']",9182,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}]"
LUM-ViT: Learnable Under-sampling Mask Vision Transformer for Bandwidth Limited Optical Signal Acquisition,"['hyperspectral imaging', ' optical modulation', ' real-time detection', ' vision transformer', ' pre-acquisition modulation', ' learnable mask', ' weight binarization']",9181,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 5}]"
Sensitivity-Aware Differentially Private Decentralized Learning with Adaptive Noise,"['decentralized learning', ' differential privacy', ' adaptive noise', ' time-varying topology']",9180,"[{'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [1, 3, 1], 'rate': 3, 'confidence': 4}]"
EvIL: Evolution Strategies for Generalisable Imitation Learning,"['Reinforcement Learning', ' Inverse Reinforcement Learning', ' Imitation Learning', ' Evolutionary Strategies']",9179,"[{'mark': [2, 1, 1], 'rate': 3, 'confidence': 3}, {'mark': [2, 1, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 5}]"
RILe: Reinforced Imitation Learning,"['Reinforcement Learning', ' Imitation Learning', ' Deep Reinforcement Learning']",9178,"[{'mark': [1, 1, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}]"
Few Heads are Enough,"['transformers', ' attention', ' moe', ' mixture of experts', ' efficient transformers', ' language modelling']",9177,"[{'mark': [2, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [1, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 3}]"
LMExplainer: A Knowledge-Enhanced Explainer for Language Models,"['Explainability', ' XAI', ' Language Model']",9174,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}]"
Optimal spherical codes for locality-sensitive hashing,"['Optimal spherical codes', ' locality sensitive hashing', ' similarity search', ' sparse coding']",9173,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 2, 1], 'rate': 1, 'confidence': 5}, {'mark': [2, 1, 3], 'rate': 3, 'confidence': 4}]"
ProtChatGPT: Towards Understanding Proteins with Large Language Models,"['Large Language Models', ' ChatGPT-like system', ' Protein Understanding']",9172,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}]"
Bayesian Vector Optimization with Gaussian Processes,"['Vector Optimization', ' Bayesian Optimization', ' Gaussian Processes', ' Ordering Cones']",9167,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 5}]"
Meta- (out-of-context) learning in neural networks,"['LLMs', ' large language models', ' in-context learning', ' meta-learning', ' world models', ' internalization', ' consistency', ' learning factual associations']",9166,"[{'mark': [2, 2, 3], 'rate': 6, 'confidence': 2}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 1, 2], 'rate': 5, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]"
On the Long Range Abilities of Transformers,"['Transformers', ' Long Range', ' LRA Benchmark']",9164,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [1, 2, 2], 'rate': 3, 'confidence': 4}]"
Social-Transmotion: Promptable Human Trajectory Prediction,"['human trajectory prediction', ' robot navigation', ' autonomous driving', ' attention mechanism']",9161,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 5}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}]"
Efficient architectural aspects for text-to-video generation pipeline,"['text-to-video', ' video generation', ' temporal consistency', ' frames interpolation', ' Inception Score', ' CLIPSIM', ' MoVQ video decoder']",9160,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 5}]"
Gandalf: Learning label correlations in Extreme Multi-label Classification via Label Features,"['Extreme Multilabel Classification', ' Key-phrase ads matching', ' short-text classification']",9159,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 5}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}]"
Robust Classification via Regression-Based Loss Reweighting and Label Correction,"['label noise', ' noisy labels', ' robustness', ' Gaussian noise', ' classification']",9158,"[{'mark': [2, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]"
Subject-specific Deep Neural Networks for Count Data with High-cardinality Categorical Features,"['subject-specific prediction', ' random effect', ' high-cardinality categorical feature', ' count data', ' clustered data', ' hierarchical likelihood', ' deep learning']",9157,"[{'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}]"
ProteinAdapter: Adapting Pre-trained Large Protein Models for Efficient Protein Representation Learning,"['Pretrained Large Models', ' Parameter-Efficient Fine-tuning', ' Protein Representation Learning']",9155,"[{'mark': [2, 3, 3], 'rate': 5, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [1, 1, 2], 'rate': 3, 'confidence': 3}]"
Let's reward step by step: Step-Level reward model as the Navigators for  Reasoning,"['Large Launage model', ' Process-Supervised Reward Model', ' Multi-step Reasoning']",9154,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 2}, {'mark': [3, 1, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 5}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}]"
Generalization error of spectral algorithms,"['gradient descent', ' kernel ridge regression', ' optimal algorithm', ' generalization', ' asymptotic error rates', ' power-laws']",9152,"[{'mark': [3, 3, 3], 'rate': 8, 'confidence': 2}, {'mark': [4, 3, 4], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}]"
Slot Structured World Models,"['world models', ' model-based reinforcement learning', ' object-centric representation learning']",9151,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}]"
Observer Uncertainty of Learning in Games from a Covariance Perspective,"['covariance', ' symplectic Euler method', ' follow-the-regularized-leader (FTRL) algorithm', ' uncertainty', ' zero-sum games']",9150,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}]"
Contrastive Implicit Representation Learning,"['Implicit neural representations', ' self-supervised-learning', ' contrastive learning', ' neural fields', ' multiplicative filter networks', ' SimCLR']",9148,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 1], 'rate': 1, 'confidence': 3}]"
LLM+A: Grounding Large Language Models in Physical World with Affordance Prompting,"['Large Language Model', ' Robotic Control', ' Affordance Prompting']",9146,"[{'mark': [2, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}]"
DAS2C: A Distributed Adaptive Minimax Method with Near-Optimal Convergence,"['Minimax Optimization', ' Distributed Learning', ' Nonconvex Optimization', ' Convergence Analysis', ' Stepsize Inconsistency']",9142,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 5}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 1, 3], 'rate': 6, 'confidence': 3}]"
Learning to Reject with a Fixed Predictor: Application to Decontextualization,"['Rejection', ' abstention', ' loss function', ' consistency', ' learning theory', ' decontextualization', ' natural language processing']",9141,"[{'mark': [3, 3, 3], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}]"
Disentangling Covariates to Predict Counterfactuals for single-cell data,"['single-cell', ' computational biology', ' causal inference', ' generative model', ' variational inference', ' variational autoencoder', ' fairness', ' representation disentanglement']",9140,"[{'mark': [1, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 4}]"
All Languages Matter: On the Multilingual Safety of Large Language Models,"['LLMs', ' Safety', ' Multilingual']",9139,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 3], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 2, 4], 'rate': 5, 'confidence': 4}]"
Deep Anti-Regularized Ensembles,"['Deep Ensemble', ' Uncertainty', ' Out-of-distribution', ' Anti-regularization']",9138,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 3}]"
CLASS-INCREMENTAL LEARNING USING GENERATIVE EXPERIENCE REPLAY BASED ON TIME-AWARE REGULARIZATION,"['lifelong learning', ' continual learning', ' class-incremental learning', ' regularization']",9137,"[{'mark': [3, 3, 1], 'rate': 3, 'confidence': 3}, {'mark': [1, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}]"
Cross-Lingual Transfer with Large Language Models via Adaptive Adapter Merging,"['Cross-Lingual Transfer', ' Model Merging', ' Large Language Models']",9136,"[{'mark': [4, 4, 3], 'rate': 8, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 4}]"
Thin-Thick Adapter: Segmenting Thin Scans Using Thick Annotations,"['Semantic Segmentation', ' Computed Tomography', ' Domain Adaptation']",9133,"[{'mark': [3, 4, 2], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 4}]"
γ-Orthogonalized Tensor Deflation: Towards Robust \& Interpretable Tensor Decomposition in the Presence of Correlated Components,"['Low-rank signal reconstruction', ' tensor decomposition', ' random matrix theory', ' optimization.']",9131,"[{'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 8, 'confidence': 5}, {'mark': [3, 1, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 3}]"
Dynamics-Informed Protein Design with Structure Conditioning,"['Diffusion Models', ' Generative Modeling', ' Protein Design', ' Normal Mode Analysis']",9128,"[{'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]"
DfPO: Degeneration-free Policy Optimization via Action Masking in Natural Language Action Spaces,"['Reinforcement learning', ' Natural language processing']",9127,"[{'mark': [1, 1, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 4}]"
SR-OOD: Out-of-Distribution Detection via Sample Repairing,"['OOD Detection', ' Generative Model']",9125,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 5}]"
Syntactic Representations Enable Interpretable Hierarchical Word Vectors,"['Syntactic Representations', ' Interpretable Vectors', ' Hierarchical Vectors']",9124,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}]"
On Synthetic Data and Iterative Magnitude Pruning: a Linear Mode Connectivity Study,"['Neural Network Pruning', ' Linear Mode Connectivity', ' Dataset Distillation', ' Sparse Neural Networks']",9121,"[{'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [1, 1, 1], 'rate': 1, 'confidence': 4}, {'mark': [2, 1, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 1, 2], 'rate': 5, 'confidence': 3}]"
Can General-Purpose Language Models Emulate a General-Purpose Computer In-Context?,"['large language models', ' general-purpose computing', ' AI alignment']",9120,"[{'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 5}, {'mark': [4, 4, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 4}]"
VRAda: A Variance Reduced Adaptive Algorithm for Stochastic Parameter-Agnostic Minimax Optimizations,"['Stochastic minimax optimization', ' Parameter-agnostic', ' Variance-reduction']",9118,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [1, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 5}]"
Unlocking Anticipatory Text Generation: A Constrained Approach for Faithful Decoding with Large Language Models,"['LLM decoding', ' keyword-constrained generation', ' toxicity reduction', ' factual correctness']",9116,"[{'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}, {'mark': [2, 1, 4], 'rate': 3, 'confidence': 3}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}]"
Partitioning Message Passing for Graph Fraud Detection,"['Graph Neural Networks', ' Fraud Detection']",9114,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}]"
"Self-contradictory Hallucinations of Large Language Models: Evaluation, Detection and Mitigation","['language model', ' hallucination', ' trustworthy artificial intelligence', ' reasoning']",9113,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}]"
Non-backtracking Graph Neural Networks,"['non-backtracking', ' redundancy', ' graph neural network', ' over-squashing']",9111,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 4, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 5}]"
FHA-Kitchens: A Novel Dataset for Fine-Grained Hand Action Recognition in Kitchen Scenes,"['hand action recognition', ' fine-grained', ' dataset', ' benchmark']",9109,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]"
Towards Analyzing Self-attention via Linear Neural Network,"['transformers', ' linear neural networks', ' gradient flow analysis']",9108,"[{'mark': [2, 2, 1], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]"
Efficient Denoising Diffusion via Probabilistic Masking,"['Diffusion Model', ' Sparse Training', ' Model Compression']",9106,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}]"
Phase Transitions in Contrastive Learning,"['representation learning', ' training dynamics', ' contrastive learning']",9102,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}]"
There is More to Graphs than Meets the Eye: Learning Universal Features with Self-supervision,"['Representation learning', ' Self supervised learning', ' Foundation models', ' Generalisability', ' Graph transformer']",9097,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}]"
Latent Lie Group Representations,"['deep learning', ' symmetry', ' lie groups']",9095,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 1, 2], 'rate': 1, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 5, 'confidence': 4}]"
CORE: Common Random Reconstruction for Distributed Optimization with Provable Low Communication Complexity,"['Distributed Optimization', ' Effective Dimension', ' Gradient Compression', ' Learning Theory']",9094,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 5}]"
The KNN Score for Evaluating Probabilistic Multivariate Time Series Forecasting,"['time series', ' forecasting', ' metric', ' evaluation', ' probabilistic', ' multivariate', ' knn', ' density estimation', ' scoring rule']",9092,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [1, 1, 1], 'rate': 1, 'confidence': 5}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}]"
ProFeAT: Projected Feature Adversarial Training for Self-Supervised Learning of Robust Representations,"['Self-supervised Adversarial Training', ' Adversarial Training', ' Adversarial Robustness', ' Contrastive Learning']",9090,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 5}]"
Semi-Anchored Gradient Methods for Nonconvex-Nonconcave Minimax Problems,"['Optimization', ' Minimax', ' PDHG', ' nonconvex-nonconcave', ' Weak-MVI']",9088,"[{'mark': [3, 2, 1], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 3}]"
Tensor-Train Point Cloud Compression and Efficient Approximate Nearest Neighbor Search,"['Nearest neighbor search', ' Approximate Search', ' Information Storage and Retrieval']",9087,"[{'mark': [3, 1, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 1, 2], 'rate': 3, 'confidence': 4}]"
Automating Continual Learning,"['continual learning', ' in-context learning', ' meta-learning', ' self-referential learning', ' linear Transformers']",9084,"[{'mark': [2, 4, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}]"
When does In-context Learning Fall Short and Why? A Study on Specification-Heavy Tasks,"['In-context learning', ' large language models', ' instruction tuning']",9082,"[{'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 4, 2], 'rate': 3, 'confidence': 4}]"
Mitigating backdoor attacks with generative modelling and dataset relabelling,"['backdoor defense', ' backdoor learning', ' trusthworty AI', ' AI security']",9081,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 3}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 4}]"
Layer-wise Pre-weight Decay,"['deep learning', ' regularization', ' generalization', ' weight decay']",9078,"[{'mark': [1, 2, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]"
Efficient Unsupervised Knowledge Distillation with Space Similarity,['unsupervised knowledge distillation'],9077,"[{'mark': [2, 2, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}]"
A Convergent Federated Clustering  Algorithm without Initial Condition,"['Federated Learning', ' Heterogeneity', ' Clustering']",9076,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]"
Antibody DomainBed: Out-of-Distribution Generalization in Therapeutic Protein Design,"['domain generalization', ' invariance', ' benchmarks', ' drug discovery']",9074,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 3}]"
Adaptive Causal Balancing for Collaborative Filtering,"['Recommender System', ' Causal Inference', ' Bias', ' Debias', ' Balancing']",9073,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 8, 'confidence': 3}]"
Integrated Model Explanations by Independent and Collaborative Feature Influence via Linear-Nonlinear Perspectives.,"['Explanation method', ' Linear simplification', ' Feature interactions', ' Independent influence', ' Collaborative influence', ' Linear-Nonlinear Explanation']",9072,"[{'mark': [1, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}]"
Where is the Invisible: Spatial-Temporal Reasoning with Object Permanence,"['Object Permanence', ' Visual Relational Reasoning', ' Trajectory Prediction']",9071,"[{'mark': [2, 1, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 5}]"
Fill in the Blank: Exploring and Enhancing LLM Capabilities for Backward Reasoning in Math Word Problems,"['large language models', ' prompting', ' mathematical reasoning', ' natural language processing']",9070,"[{'mark': [2, 2, 2], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}]"
Symmetric Neural-Collapse Representations with Supervised Contrastive Loss: The Impact of ReLU and Batching,"['Supervised contrastive learning', ' neural collapse', ' implicit bias', ' class imbalance']",9066,"[{'mark': [4, 4, 2], 'rate': 6, 'confidence': 4}, {'mark': [4, 4, 2], 'rate': 5, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}]"
