name,key_word,sn,reviews,abstract,detail
Energy-based Automated Model Evaluation,"['Automated Model Evalutaion', ' Energy', ' Meta-distribution', ' Distribution shift']",8869,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 5}, {'mark': [4, 3, 3], 'rate': 8, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 8, 'confidence': 3}]",,
Explanation-aware Soft Ensemble Empowers Large Language Model In-context Learning,"['Large Language Models', ' In-context Learning', ' Natural Language Explanations']",8868,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 4], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]",,
Deceptive Fairness Attacks on Graphs via Meta Learning,"['graph learning', ' fairness', ' adversarial attacks']",8867,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 4, 4], 'rate': 8, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 5, 'confidence': 5}, {'mark': [4, 2, 3], 'rate': 8, 'confidence': 3}]",,
What Matters to You? Towards Visual Representation Alignment for Robot Learning,"['Robot learning', ' Preference learning', ' Visual reward learning', ' Representation alignment']",8866,"[{'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}]",,
Village-Net clustering: A novel unsupervised manifold clustering method,"['Unsupervised clustering', ' Machine Learning', ' Random-Walks', ' Community detection']",8865,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [1, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}]",,
Zero-shot Clustering of Embeddings with Pretrained and Self-Supervised Learning Encoders,"['ssl', ' clustering']",8864,"[{'mark': [2, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [4, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 1], 'rate': 1, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}]",,
Genetic Algorithm for Curriculum Generation in Multi-Agent Reinforcement Learning,"['Reinforcement Learning', ' Curriculum Learning', ' Genetic Algorithm', ' Multiagent Reinforcement Learning']",8862,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}]",,
Correct and speak: accent reduction with minimum supervision,"['Voice Conversion', ' Spoken Language Models', ' speech tokenizer', ' In-context Learning']",8861,"[{'mark': [3, 2, 2], 'rate': 1, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]",,
PINNACLE: PINN Adaptive ColLocation and Experimental points selection,"['Physics-informed Neural Networks', ' PINNs', ' adaptive training points selection']",8858,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [4, 4, 4], 'rate': 8, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}]",,
FedDA: Faster Adaptive Gradient Methods for Federated Constrained Optimization,"['Federated Learning', ' Adaptive Gradient Methods']",8857,"[{'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 1, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}]",,
A Differentiable Physical Simulation Framework for Soft Robots on Multiple-Task Learning,"['Differentiable Physics', ' Multiple-task Learning', ' Soft Robot Learning']",8856,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [1, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]",,
Use Your INSTINCT: INSTruction optimization usIng Neural bandits Coupled with Transformers,"['instruction optimization', ' prompt optimization', ' large language models']",8855,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]",,
Instructing Large Language Models to Identify and Ignore Irrelevant Conditions,"['Math Word Problem Solving', ' Multi-step Reasoning', ' Prompting', ' Chain-of-Thought', ' Large Language Models']",8853,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 2], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}]",,
Adaptive Expansion for Hypergraph Learning,"['Hypergraph', ' Hypergraph Expansion.']",8851,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]",,
G2PTL: A Pre-trained Model for Delivery Address and its Applications in Logistics System,"['logistics', ' delivery address', ' pre-training', ' graph']",8849,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 5}]",,
BooookScore: A systematic exploration of book-length summarization in the era of LLMs,"['summarization', ' evaluation', ' long context', ' prompting', ' LLM']",8848,"[{'mark': [4, 4, 4], 'rate': 8, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [4, 4, 4], 'rate': 1, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]",,
NP-GL: Extending Power of Nature from Binary Problems to Real-World Graph Learning,"['graph learning', ' nature-powered computing', ' dynamic physical system']",8845,"[{'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}]",,
Transformer-Based Large Language Models Are Not General Learners: A Universal Circuit Perspective,"['Large Language Model', ' Transformer', ' Universal Circuit']",8842,"[{'mark': [4, 2, 1], 'rate': 1, 'confidence': 5}, {'mark': [2, 1, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]",,
Posterior Sampling via Langevin Monte Carlo for Offline Reinforcement Learning,"['reinforcement learning', ' offline RL', ' posterior sampling']",8841,"[{'mark': [3, 2, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [4, 4, 3], 'rate': 6, 'confidence': 4}]",,
Efficient Point Cloud Matching for 3D Geometric Shape Assembly,"['Geometric shape assembly', ' High-dimensional feature transform', ' Correlation aggregation', ' Proxy Match Transform']",8840,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 2}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 4], 'rate': 8, 'confidence': 2}, {'mark': [3, 1, 2], 'rate': 5, 'confidence': 4}]",,
From Deterministic to Probabilistic World: Balancing Enhanced Doubly Robust Learning for Debiased Recommendation,"['Recommender system', ' Selection bias', ' Doubly robust', ' Probabilistic model']",8839,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}]",,
FLOOD SIMULATION WITH PHYSICS-INFORMED MESSAGE PASSING,"['Physics-informed GNN', ' flood simulation', ' PDEs']",8838,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 4, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}]",,
PACIA: Parameter-Efficient Adapter for Few-Shot Molecular Property Prediction,"['molecular property prediction', ' few-shot learning', ' hypernetwork']",8837,"[{'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 2}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 4}]",,
Provable Repair of Vision Transformers: Last Layer is All You Need,"['neural network repair', ' vision transformers', ' formal guarantees']",8836,"[{'mark': [1, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}]",,
LLMZip: Lossless Text Compression using Large Language Models,"['Large Language Models', ' Transformers', ' Compression', ' Arithmetic Coding', ' Zip', ' Lossless Text Compression']",8834,"[{'mark': [2, 1, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}]",,
VMFTransformer: An Angle-Preserving and Auto-Scaling Machine for Multi-horizon Probabilistic Forecasting,"['time series forecasting', ' probabilistic forecasting']",8832,"[{'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 5}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}]",,
AdaO2B: Adaptive Online to Batch Conversion for Out-of-Distribution Generalization,"['online to batch conversion', ' out-of-distribution (OOD) generalization', ' streaming applications', ' bandit']",8830,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}]",,
Leveraging Previous Tasks in Optimizing Risk Measures with Gaussian Processes,"['risk measure', ' value-at-risk', ' conditional value-at-risk']",8829,"[{'mark': [2, 1, 2], 'rate': 5, 'confidence': 3}, {'mark': [4, 4, 3], 'rate': 8, 'confidence': 4}]",,
Canonpipe: Data Debugging with Shapley Importance over Machine Learning Pipelines,"['data debugging', ' data valuation', ' shapley value', ' machine learning pipelines']",8826,"[{'mark': [2, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [4, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 2}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]",,
MoAT: Multi-Modal Augmented Time Series Forecasting,"['time series', ' multi-modal', ' augmentation', ' forecasting']",8825,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}]",,
Learning to Relax: Setting Solver Parameters Across a Sequence of Linear System Instances,"['scientific computing', ' data-driven algorithm design', ' online learning', ' multi-armed bandits', ' contextual bandits', ' numerical analysis', ' learning-augmented algorithms', ' algorithms with predictions']",8824,"[{'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 4], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 2}]",,
Group Robustness via Adaptive Class-Specific Scaling,"['group robustness', ' debiasing']",8822,"[{'mark': [1, 1, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}]",,
CT++: Complementary Co-Training for Semi-Supervised Semantic Segmentation,"['semi-supervised learning', ' semantic segmentation']",8819,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 5}]",,
Towards Better Evaluation of GNN Expressiveness with BREC Dataset,"['GNN', ' Expressiveness', ' Datasets']",8818,"[{'mark': [3, 2, 2], 'rate': 6, 'confidence': 2}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 4}]",,
Pessimistic Nonlinear Least-Squares Value Iteration for Offline Reinforcement Learning,"['Offline reinforcement learning', ' instance-dependent', ' least-squares value iteration']",8813,"[{'mark': [4, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 6, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}]",,
EMP-SSL: Towards Self-Supervised Learning in One Training Epoch,"['Self-supervised Learning', ' Online Learning']",8812,"[{'mark': [2, 2, 3], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}]",,
Nuisance-Robust Weighting Network for End-to-End Causal Effect Estimation,"['causal inference', ' pessimism', ' adversarial training']",8811,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 4], 'rate': 8, 'confidence': 2}]",,
Skill-Mix: a Flexible and Expandable Family of Evaluations for AI Models,"['Large language model', ' skill evaluation', ' LLM benchmark', ' emergence']",8809,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [4, 4, 3], 'rate': 8, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 3}]",,
OrthCaps: An Orthogonal CapsNet with Sparse Attention Routing and Pruning,"['Deep Learing', ' Capsule Network', ' Orthogonality', ' Pruning']",8808,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 1, 2], 'rate': 1, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 6, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 5}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 4}]",,
A Quadratic Synchronization Rule for Distributed Deep Learning,"['distributed training', ' Local SGD', ' local gradient methods', ' generalization', ' implicit bias', ' sharpness']",8805,"[{'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 2}]",,
ArchLock: Locking DNN Transferability at the Architecture Level with a Zero-Cost Binary Predictor,['Defense; DNN Transferability; Neural Architecture Search'],8804,"[{'mark': [4, 2, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}]",,
Referring Expression Matters: Multi-referring Feature Aggregation for Referring Video Object Segmentation,"['Referring Video Object Segmentation', ' Referring expression segmentation', ' Multimodal representation earning']",8803,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [1, 1, 1], 'rate': 1, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}]",,
Local-Forward: Towards Biological Plausibility in Deep Reinforcement Learning,"['biological plausibility', ' deep Q-learning', ' TD learning']",8802,"[{'mark': [3, 4, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 3, 1], 'rate': 1, 'confidence': 4}, {'mark': [1, 3, 2], 'rate': 3, 'confidence': 4}]",,
Exploiting Code Symmetries for Learning Program Semantics,"['Code Symmetry', ' Program Representation', ' Code Modeling', ' Group-Equivariance', ' Robustness']",8801,"[{'mark': [3, 2, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 2, 3], 'rate': 3, 'confidence': 5}, {'mark': [4, 3, 4], 'rate': 8, 'confidence': 4}]",,
Weight Uncertainty in Individual Treatment Effect,"['Individual Treatment Effect', ' Causal inference', ' Bayesian inference']",8800,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 1], 'rate': 1, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 1, 1], 'rate': 3, 'confidence': 4}]",,
Latent Shattering: Turning Unconditional Pretrained Generators Into Conditional Models By Imposing Latent Structure,"['generative models', ' generative modeling', ' GANs', ' VAEs']",8799,"[{'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 4, 3], 'rate': 5, 'confidence': 3}]",,
Efficient Large Language Models Fine-Tuning on Graphs,"['Graph Neural Networks', ' Large Language Models', ' Scalability', ' Label Efficiency']",8798,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]",,
On information dropping and oversmoothing in graph neural networks,['Oversmoothing'],8797,"[{'mark': [3, 2, 3], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}]",,
HuRef: HUman-REadable Fingerprint  for Large Language Models,"['Large Language Models (LLMs)', ' Model Identification', ' Fingerprinting']",8795,"[{'mark': [4, 4, 4], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]",,
Adaptive Memory Module for Sequential Planning and Reasoning,"['Adaptive computation', ' Memory', ' Planning', ' Reasoning', ' Offline RL']",8794,"[{'mark': [1, 1, 1], 'rate': 1, 'confidence': 4}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 3}, {'mark': [1, 1, 1], 'rate': 1, 'confidence': 4}, {'mark': [1, 1, 1], 'rate': 1, 'confidence': 4}]",,
Projected Subnetworks Scale Adaptation,"['adaptation', ' subnetworks']",8793,"[{'mark': [1, 2, 2], 'rate': 1, 'confidence': 4}, {'mark': [1, 1, 2], 'rate': 1, 'confidence': 4}, {'mark': [3, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}]",,
Multiple Modes for Continual Learning,['continual learning'],8792,"[{'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]",,
Robust Graph Neural Networks via Unbiased Aggregation,"['Graph Neural Networks', ' Adversarial Attack', ' Unbiased Graph Estimator']",8788,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 4], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [4, 2, 2], 'rate': 3, 'confidence': 4}]",,
Flashback: Understanding and Mitigating Forgetting in Federated Learning,"['Federated Learning', ' Forgetting', ' Knowledge Distillation', ' Deep Learning', ' Continual Learning']",8786,"[{'mark': [3, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}]",,
Efficient Backdoor Mitigation in Federated Learning with Contrastive Loss,['Backdoor Defense; Federated Learning; Contrastive Loss'],8785,"[{'mark': [3, 1, 1], 'rate': 1, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}]",,
Turing Complete Transformers: Two Transformers Are More Powerful Than One,"['transformers', ' computational complexity', ' computation', ' generalization', ' agents', ' multi-model']",8781,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 3}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 3}]",,
PolyFormer: Scalable Graph Transformer via Polynomial Attention,"['Graph Transformer', ' Graph Filter', ' Graph Neural Network']",8779,"[{'mark': [2, 3, 3], 'rate': 5, 'confidence': 5}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]",,
A Data-Centric Approach for Financial Large Language Models with Abductive Augmentation Reasoning,"['Data centic', ' LLM', ' Finance']",8778,"[{'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]",,
Cost Adaptive Recourse Recommendation by Adaptive Preference Elicitation,"['Algorithmic Recourse', ' Preference Elicitation']",8776,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [4, 4, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}]",,
"Multi-Method Self-Training: Improving Code Generation With Text, And Vice Versa","['self-training', ' large langauge models', ' finetuning', ' bootstrapping', ' multi-modal']",8775,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 1, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}]",,
Improving Language Models with Advantage-based Offline Policy Gradients,"['Reinforcement Learning', ' Natural Language Generation', ' Offline Policy Gradients']",8769,"[{'mark': [2, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 4, 3], 'rate': 8, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]",,
RECOMP: Improving Retrieval-Augmented LMs with Context Compression and Selective Augmentation,"['retrieval augmented language model', ' language modeling', ' question answering', ' summarization', ' distillation']",8767,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 8, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 4, 3], 'rate': 6, 'confidence': 4}]",,
Federated Generalization via Information-Theoretic Distribution Diversification,"['Federated learning', ' Information theory', ' Generalization theory', ' Learning theory']",8766,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 3}]",,
Defender of privacy and fairness: tiny but reversible generative model via mutually collaborative knowledge distillation,"['Privacy protection', ' and knowledge distillation.']",8765,"[{'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 3}]",,
Gen-Z: Generative Zero-Shot Text Classification with Contextualized Label Descriptions,"['zero-shot classification', ' prompting', ' generative classification', ' label descriptions']",8763,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]",,
A graph transformer for symbolic regression,"['attention mechanism', ' graph transformer', ' symbolic regression']",8761,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 1, 2], 'rate': 3, 'confidence': 4}]",,
Learning Latent Structural Causal Models,"['Bayesian Causal Discovery', ' Latent variable models']",8760,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [1, 3, 2], 'rate': 5, 'confidence': 3}]",,
Flexible Diffusion for Graph Neural Networks,['Graph Neural Network; Diffusion; Smoothing Label'],8759,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 1, 1], 'rate': 3, 'confidence': 4}]",,
In-Context Learning Dynamics with Random Binary Sequences,"['In-Context Learning', ' Large Language Models', ' Interpretability', ' Computational Cognitive Science']",8758,"[{'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [2, 1, 3], 'rate': 3, 'confidence': 4}]",,
Dynamic Representation of Optimal Transport via Ensemble Systems,['Optimal transport; ensemble systems; moment kernel representation'],8757,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [4, 3, 1], 'rate': 3, 'confidence': 4}]",,
Dichotomy of Early and Late Phase Implicit Biases Can Provably Induce Grokking,"['grokking', ' implicit bias', ' margin', ' kernel', ' training dynamics', ' generalization']",8756,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [1, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]",,
Be Aware of the Neighborhood Effect: Modeling Selection Bias under Interference for Recommendation,"['Recommender system', ' Selection Bias', ' Neighborhood effect']",8755,"[{'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]",,
